fips,renter_units_2000,renters_over30_2000,pct_costburdened_2000,renter_units_2017,renters_over30_2017,pct_costburdened_2017
06001403400,2195,929,0.423234624,2508,1169,0.466108453
06013346204,132,43,0.325757576,251,117,0.466135458
06001410000,80,50,0.625,90,42,0.466666667
06001442602,650,210,0.323076923,647,302,0.466769706
06075012000,2532,1193,0.471169036,2388,1115,0.466917923
06001405600,1096,446,0.406934307,938,438,0.466950959
06077001400,979,454,0.463738509,1079,504,0.467099166
06013345108,1058,267,0.252362949,873,409,0.468499427
06075025702,399,168,0.421052632,644,302,0.468944099
06001432400,887,309,0.348365276,1066,500,0.469043152
06013349000,735,274,0.372789116,893,419,0.469204927
06013359203,362,130,0.359116022,409,192,0.469437653
06075026200,590,182,0.308474576,651,306,0.470046083
06001438000,336,135,0.401785714,398,188,0.472361809
06001407800,256,59,0.23046875,222,105,0.472972973
06001436401,1323,712,0.538170824,1505,713,0.473754153
06013359204,163,38,0.233128834,175,83,0.474285714
06001450750,1,0,0,1158,550,0.474956822
06001422100,579,291,0.502590674,580,276,0.475862069
06001423700,879,337,0.383390216,779,371,0.476251605
06077003209,295,96,0.325423729,170,81,0.476470588
06077005122,330,115,0.348484848,581,277,0.4767642
06075012202,1207,533,0.441590721,1580,754,0.47721519
06075032901,480,189,0.39375,440,210,0.477272727
06013390200,74,24,0.324324324,111,53,0.477477477
06001444301,416,148,0.355769231,333,159,0.477477477
06013384000,223,57,0.255605381,247,118,0.477732794
06001428600,745,233,0.312751678,747,357,0.477911647
06077003801,20,0,0,1143,547,0.478565179
06075031201,489,178,0.36400818,911,436,0.478594951
06001407400,724,338,0.466850829,771,369,0.478599222
06075061000,101,25,0.247524752,668,320,0.479041916
06075012502,2139,1070,0.500233754,2239,1073,0.4792318
06075012100,2265,925,0.408388521,1997,959,0.48022033
06001441522,254,77,0.303149606,329,158,0.480243161
06013321101,532,191,0.359022556,901,433,0.480577137
06075017601,2292,952,0.415357766,4576,2202,0.481206294
06001420100,267,100,0.374531835,268,129,0.481343284
06001410400,336,121,0.360119048,484,233,0.481404959
06013302009,91,34,0.373626374,906,437,0.482339956
06001402600,464,219,0.471982759,568,274,0.482394366
06013378000,756,251,0.332010582,682,329,0.482404692
06013338204,1413,440,0.311394197,1242,600,0.483091787
06001441521,312,173,0.554487179,374,181,0.483957219
06001431200,1182,612,0.517766497,1254,607,0.484051037
06001423500,947,422,0.44561774,1006,487,0.484095427
06013355111,155,83,0.535483871,452,219,0.484513274
06001401300,1302,580,0.44546851,1481,718,0.484807562
06075016000,1072,446,0.416044776,1303,632,0.485034536
06075030600,90,14,0.155555556,136,66,0.485294118
06001410500,502,230,0.458167331,809,393,0.48578492
06001438203,189,74,0.391534392,310,151,0.487096774
06001450746,243,91,0.374485597,322,157,0.48757764
06013322000,621,293,0.471819646,593,290,0.489038786
06075015900,1698,691,0.406949352,1601,783,0.489069332
06001450603,171,73,0.426900585,292,143,0.489726027
06013365003,906,418,0.461368653,1668,820,0.491606715
06013376000,1118,539,0.482110912,1124,553,0.491992883
06001435602,1078,391,0.36270872,1083,533,0.492151431
06077001600,310,144,0.464516129,398,196,0.492462312
06001405700,947,399,0.421330517,1043,514,0.492809204
06013362000,244,67,0.274590164,300,148,0.493333333
06075012302,1853,810,0.43712898,1887,932,0.49390567
06001421800,304,167,0.549342105,301,149,0.495016611
06077001101,571,206,0.360770578,807,400,0.495662949
06077004501,451,224,0.496674058,355,176,0.495774648
06001440304,378,201,0.531746032,397,197,0.496221662
06001437200,743,297,0.399730821,864,429,0.496527778
06075033100,157,43,0.27388535,177,88,0.497175141
06075023103,1241,494,0.398066076,814,405,0.497542998
06001433700,567,160,0.282186949,673,335,0.497771174
06001427200,1038,474,0.456647399,1000,499,0.499
06013334004,1278,496,0.388106416,1368,683,0.499269006
06077004105,483,139,0.287784679,580,290,0.5
06075026303,390,140,0.358974359,514,257,0.5
06001410300,548,334,0.609489051,612,306,0.5
06001440336,594,181,0.304713805,667,334,0.500749625
06001425104,940,426,0.453191489,1332,667,0.500750751
06001407500,835,428,0.51257485,1000,501,0.501
06001435400,1439,714,0.496177901,1239,621,0.501210654
06077003215,1115,450,0.403587444,1215,610,0.502057613
06001450701,227,49,0.215859031,470,236,0.50212766
06001450752,12,0,0,229,115,0.502183406
06013372000,711,314,0.441631505,887,447,0.503945885
06077004305,795,303,0.381132075,1072,541,0.504664179
06001410100,349,177,0.507163324,428,216,0.504672897
06013361000,522,232,0.444444444,737,373,0.506105834
06077005123,687,295,0.429403202,691,350,0.506512301
06077005119,198,90,0.454545455,647,328,0.506955178
06013304004,158,61,0.386075949,315,160,0.507936508
06013387000,411,143,0.347931873,557,283,0.508078995
06001420500,526,183,0.347908745,495,252,0.509090909
06075011800,716,327,0.456703911,707,360,0.509193777
06001444500,1026,371,0.361598441,1232,628,0.50974026
06077001300,943,437,0.463414634,1046,534,0.510516252
06001420200,779,297,0.381258023,642,328,0.510903427
06013369002,536,225,0.419776119,479,245,0.511482255
06013343002,666,295,0.442942943,549,281,0.511839709
06013375000,764,371,0.485602094,783,401,0.512132822
06001433800,1250,546,0.4368,1444,740,0.512465374
06001423800,323,94,0.291021672,279,143,0.512544803
06001437701,907,414,0.456449835,822,422,0.513381995
06001405402,1056,451,0.427083333,1049,539,0.513822688
06001450745,367,137,0.373297003,613,315,0.513866232
06077000401,626,173,0.276357827,702,361,0.514245014
06013367100,941,442,0.469713071,921,474,0.51465798
06075020100,2031,913,0.44953225,2513,1295,0.515320334
06001436500,1314,507,0.385844749,1257,651,0.517899761
06001401600,386,173,0.448186528,608,315,0.518092105
06013338201,174,87,0.5,164,85,0.518292683
06075023003,246,120,0.487804878,218,113,0.518348624
06013336101,1346,559,0.415304606,1288,668,0.51863354
06077005307,332,105,0.31626506,597,310,0.519262982
06001400900,672,304,0.452380952,699,363,0.519313305
06001423400,1205,552,0.458091286,1083,563,0.519852262
06013386000,1055,397,0.376303318,1042,542,0.520153551
06001405401,1387,592,0.426820476,1480,771,0.520945946
06001406300,763,312,0.408912189,775,404,0.521290323
06077000300,842,449,0.533254157,830,433,0.521686747
06001423000,1222,523,0.427986907,1167,609,0.5218509
06001441100,266,82,0.308270677,385,201,0.522077922
06001424002,488,251,0.514344262,532,278,0.522556391
06077003311,520,165,0.317307692,553,289,0.522603978
06001409600,807,384,0.475836431,877,460,0.524515393
06075047902,794,297,0.374055416,802,421,0.524937656
06075023102,789,306,0.3878327,1099,577,0.525022748
06013352201,588,200,0.340136054,653,343,0.525267994
06075032602,865,326,0.376878613,937,493,0.526147279
06075011300,1369,491,0.358655953,1351,711,0.526276832
06001407102,749,271,0.361815754,589,310,0.526315789
06001441200,873,322,0.36884307,978,515,0.526584867
06077005126,660,217,0.328787879,725,382,0.526896552
06001451403,303,127,0.419141914,180,95,0.527777778
06075010700,2669,1255,0.470213563,2172,1147,0.528084715
06001423901,525,211,0.401904762,524,277,0.528625954
06013303201,166,60,0.361445783,868,459,0.528801843
06001430300,116,34,0.293103448,204,108,0.529411765
06077004502,863,429,0.497103129,946,501,0.529598309
06075026402,257,61,0.237354086,466,247,0.530042918
06013359202,219,94,0.429223744,449,238,0.530066815
06001432200,810,402,0.496296296,996,528,0.530120482
06013345203,391,115,0.294117647,809,429,0.530284302
06013355115,0,0,0,1502,799,0.53195739
06077003111,1320,614,0.465151515,1235,658,0.532793522
06077004204,689,362,0.525399129,698,372,0.532951289
06001433300,364,122,0.335164835,495,264,0.533333333
06001441602,904,421,0.465707965,1102,588,0.533575318
06077002701,637,344,0.540031397,839,448,0.533969011
06013352101,69,50,0.724637681,73,39,0.534246575
06001431100,837,376,0.449223417,1042,557,0.534548944
06013314104,1033,485,0.469506292,1403,750,0.534568781
06077005305,716,337,0.470670391,998,534,0.53507014
06013374000,832,395,0.474759615,1011,541,0.535113749
06001433103,1085,438,0.403686636,1260,675,0.535714286
06013309000,347,158,0.455331412,653,350,0.535987749
06075061100,1965,777,0.395419847,2045,1097,0.536430318
06077003500,237,110,0.464135021,1548,831,0.536821705
06077004203,760,363,0.477631579,836,449,0.53708134
06075031302,341,118,0.346041056,577,310,0.537261698
06001401000,1529,760,0.4970569,1657,892,0.538322269
06013320004,618,265,0.428802589,822,443,0.53892944
06001423200,774,320,0.413436693,775,418,0.539354839
06001427300,1103,501,0.454215775,847,457,0.539551358
06001451506,258,109,0.42248062,632,341,0.539556962
06001403501,2190,950,0.433789954,2313,1249,0.539991353
06013316000,386,187,0.484455959,437,236,0.540045767
06013306003,691,309,0.447178003,794,429,0.540302267
06013315000,153,68,0.444444444,259,140,0.540540541
06013312000,389,118,0.303341902,488,264,0.540983607
06013338301,30,10,0.333333333,170,92,0.541176471
06001402400,835,418,0.500598802,927,502,0.541531823
06077003410,520,205,0.394230769,975,528,0.541538462
06013335000,332,127,0.38253012,445,241,0.541573034
06075033204,1667,734,0.440311938,1623,879,0.541589649
06077004202,10,0,0,83,45,0.542168675
06001424001,1059,567,0.535410765,1029,558,0.542274052
06001436300,1380,590,0.427536232,1642,891,0.542630938
06001406201,1082,521,0.481515712,1125,611,0.543111111
06075025500,730,238,0.326027397,863,469,0.543453071
06013355108,110,32,0.290909091,897,488,0.544035674
06001409900,132,56,0.424242424,158,86,0.544303797
06077004303,366,193,0.527322404,516,281,0.544573643
06077003208,409,204,0.498777506,1351,737,0.545521836
06075031301,269,94,0.349442379,247,135,0.546558704
06077003803,398,136,0.341708543,554,303,0.546931408
06013340001,1160,464,0.4,1251,685,0.54756195
06001423100,1039,402,0.386910491,1256,688,0.547770701
06075026001,591,267,0.45177665,752,412,0.54787234
06001451404,870,364,0.418390805,1221,669,0.547911548
06001428100,944,370,0.391949153,916,502,0.548034934
06001432600,1897,730,0.384818134,2023,1110,0.548690064
06001435104,924,410,0.443722944,1635,898,0.549235474
06001436601,1150,516,0.448695652,1086,597,0.549723757
06013336201,663,331,0.499245852,583,321,0.550600343
06075025701,445,186,0.417977528,461,254,0.550976139
06001433104,1223,493,0.403107114,1383,763,0.551699205
06013329000,755,314,0.41589404,634,350,0.552050473
06077003404,737,425,0.576662144,822,454,0.552311436
06001437800,305,108,0.354098361,408,226,0.553921569
06001408800,949,388,0.408851423,1659,919,0.553948162
06001440308,804,365,0.4539801,944,523,0.554025424
06001422300,992,399,0.402217742,1184,656,0.554054054
06077005130,192,52,0.270833333,335,186,0.555223881
06013355109,189,100,0.529100529,403,224,0.555831266
06013308001,512,230,0.44921875,803,447,0.556662516
06077005303,971,381,0.392378991,1110,618,0.556756757
06001442301,969,322,0.332301342,738,411,0.556910569
06075025900,221,85,0.384615385,348,194,0.557471264
06013370000,287,124,0.432055749,330,184,0.557575758
06001400700,1081,579,0.535615171,1131,631,0.557913351
06077002800,202,126,0.623762376,618,345,0.558252427
06075026100,547,229,0.418647166,862,482,0.559164733
06077005308,385,122,0.316883117,545,305,0.559633028
06077000500,610,324,0.531147541,548,307,0.560218978
06001437300,403,102,0.253101737,419,235,0.560859189
06077005125,120,31,0.258333333,287,161,0.56097561
06013305000,1523,763,0.500984898,1590,893,0.56163522
06001437702,987,450,0.455927052,1036,582,0.561776062
06013371000,754,261,0.346153846,848,477,0.5625
06013331000,1012,358,0.353754941,1097,618,0.563354603
06001432800,266,132,0.496240602,268,151,0.563432836
06013355306,129,35,0.271317829,172,97,0.563953488
06077003213,466,230,0.493562232,663,374,0.564102564
06001451201,715,318,0.444755245,732,413,0.56420765
06001440100,269,95,0.353159851,556,314,0.564748201
06077001800,409,196,0.479217604,694,392,0.564841499
06001451401,695,365,0.525179856,957,541,0.565308255
06001435500,962,437,0.454261954,1078,610,0.565862709
06013392200,741,335,0.452091768,1238,702,0.567043619
06001433200,1512,612,0.404761905,1655,939,0.567371601
06001440331,470,244,0.519148936,474,269,0.567510549
06013304001,2,1,0.5,273,155,0.567765568
06077003306,720,359,0.498611111,796,452,0.567839196
06013365002,714,314,0.43977591,884,502,0.567873303
06077005109,835,378,0.452694611,955,543,0.568586387
06001406202,1018,392,0.385068762,1148,653,0.568815331
06075026403,399,129,0.323308271,585,333,0.569230769
06001444400,568,208,0.366197183,606,345,0.569306931
06001433900,1877,666,0.354821524,2050,1169,0.570243902
06077003307,1259,661,0.525019857,1311,748,0.570556827
06001443200,0,0,0,28,16,0.571428571
06075026004,390,195,0.5,467,267,0.571734475
06077000900,790,409,0.517721519,1170,670,0.572649573
06001421700,1021,389,0.380999021,901,516,0.572697003
06001422400,1752,954,0.544520548,1815,1040,0.573002755
06077003110,1101,558,0.506811989,1193,684,0.57334451
06001407300,477,220,0.461215933,551,317,0.575317604
06077005406,399,169,0.423558897,577,332,0.575389948
06001442302,935,310,0.331550802,1458,840,0.576131687
06001432502,523,170,0.325047801,685,395,0.576642336
06077005302,591,191,0.323181049,996,575,0.577309237
06077002100,472,256,0.542372881,734,424,0.577656676
06013385200,82,29,0.353658537,135,78,0.577777778
06013345114,166,66,0.397590361,270,156,0.577777778
06013313206,488,219,0.448770492,739,427,0.577807848
06013333101,402,152,0.378109453,460,266,0.57826087
06001438300,155,53,0.341935484,287,166,0.578397213
06001403000,1022,476,0.465753425,1179,683,0.579304495
06001408300,531,250,0.470809793,612,355,0.580065359
06077005110,632,204,0.32278481,1058,614,0.580340265
06001422900,1436,827,0.575905292,1916,1114,0.581419624
06001422500,1330,748,0.562406015,1193,694,0.581726739
06075023001,322,146,0.453416149,292,170,0.582191781
06077003108,1150,489,0.425217391,1147,668,0.58238884
06077003106,609,260,0.426929392,728,424,0.582417582
06075017802,1568,731,0.46619898,1720,1003,0.583139535
06001451503,638,237,0.371473354,660,385,0.583333333
06001440306,233,80,0.343347639,411,240,0.583941606
06013307202,1115,550,0.493273543,1255,733,0.584063745
06001401500,713,390,0.546984572,652,381,0.584355828
06013381000,998,375,0.375751503,1237,723,0.584478577
06013307201,439,205,0.466970387,533,312,0.585365854
06013336202,1003,501,0.499501496,1438,842,0.585535466
06001409400,589,254,0.431239389,826,484,0.585956416
06077004307,830,339,0.408433735,752,441,0.58643617
06001406100,878,393,0.4476082,1065,625,0.58685446
06001423300,711,299,0.420534459,766,450,0.587467363
06077005124,627,272,0.433811802,682,401,0.58797654
06001405800,837,447,0.534050179,865,509,0.588439306
06001450607,1254,519,0.413875598,1524,898,0.589238845
06013308002,110,55,0.5,271,160,0.590405904
06075025800,263,122,0.463878327,293,173,0.590443686
06075025402,290,46,0.15862069,325,192,0.590769231
06001410200,593,248,0.418212479,634,375,0.59148265
06001403300,732,272,0.371584699,1702,1007,0.591656874
06001405902,609,310,0.509031199,713,422,0.591865358
06001436602,1257,539,0.428798727,1359,805,0.592347314
06001435601,1036,376,0.362934363,1203,713,0.592684954
06001450300,465,182,0.391397849,559,332,0.59391771
06001409100,212,98,0.462264151,222,132,0.594594595
06077003310,787,323,0.410419314,930,553,0.594623656
06013379000,1006,516,0.512922465,1172,697,0.594709898
06001401400,1226,746,0.608482871,1256,747,0.594745223
06077002202,557,264,0.473967684,789,470,0.595690748
06013358000,881,332,0.376844495,1154,688,0.596187175
06013355107,67,20,0.298507463,263,157,0.596958175
06001409300,746,347,0.465147453,886,529,0.597065463
06013367200,580,266,0.45862069,981,586,0.597349643
06077004901,513,211,0.411306043,868,519,0.597926267
06075012501,2056,1029,0.500486381,2142,1282,0.598506069
06077003405,561,275,0.490196078,648,388,0.598765432
06013306004,500,223,0.446,584,350,0.599315068
06013313205,143,64,0.447552448,130,78,0.6
06013355117,2,1,0.5,220,132,0.6
06013302005,265,124,0.467924528,998,599,0.600200401
06075023200,459,213,0.464052288,546,328,0.600732601
06001451602,875,357,0.408,1295,778,0.600772201
06075012401,2450,1164,0.475102041,2725,1638,0.601100917
06013351102,107,35,0.327102804,281,169,0.601423488
06001451601,502,150,0.298804781,460,277,0.602173913
06077000801,478,243,0.508368201,910,549,0.603296703
06001444302,450,161,0.357777778,555,335,0.603603604
06077003312,916,518,0.565502183,813,491,0.603936039
06013360102,199,66,0.331658291,187,113,0.604278075
06001407600,1150,600,0.52173913,1082,654,0.604436229
06001450400,543,238,0.438305709,440,266,0.604545455
06001437900,361,127,0.351800554,347,210,0.60518732
06001437500,868,370,0.426267281,910,551,0.605494505
06001440200,644,193,0.299689441,815,494,0.606134969
06013303102,304,87,0.286184211,653,397,0.607963247
06077000100,1554,724,0.465894466,1666,1013,0.608043217
06077002504,311,133,0.427652733,365,222,0.608219178
06013382000,1518,514,0.338603426,1670,1018,0.609580838
06013314102,267,132,0.494382022,530,324,0.611320755
06077001500,725,266,0.366896552,1060,649,0.612264151
06013364002,490,149,0.304081633,687,421,0.612809316
06013338101,516,233,0.451550388,897,550,0.613154961
06077000402,1768,1061,0.600113122,1334,819,0.613943028
06077002300,783,338,0.431673052,996,612,0.614457831
06077003112,485,169,0.348453608,499,307,0.615230461
06001432100,378,170,0.44973545,385,237,0.615584416
06013360101,193,64,0.331606218,331,204,0.616314199
06077001000,654,374,0.571865443,960,593,0.617708333
06013328000,917,441,0.480916031,1339,828,0.618371919
06001406800,414,183,0.442028986,483,299,0.619047619
06077004402,431,195,0.452436195,588,364,0.619047619
06077003802,47,0,0,793,491,0.619167718
06001435300,991,319,0.321897074,986,611,0.619675456
06001409800,398,165,0.414572864,595,369,0.620168067
06013336102,2093,1000,0.477783086,2409,1494,0.620174346
06013346102,64,24,0.375,124,77,0.620967742
06077004302,988,428,0.433198381,1048,651,0.621183206
06001405901,855,436,0.50994152,705,439,0.622695035
06013377000,1291,591,0.457784663,1413,882,0.624203822
06077004404,691,308,0.445730825,653,408,0.624808576
06001438204,260,102,0.392307692,403,252,0.625310174
06001427600,1408,594,0.421875,1575,986,0.626031746
06001402200,550,181,0.329090909,543,340,0.626151013
06013368002,450,165,0.366666667,664,417,0.628012048
06075032802,524,180,0.34351145,597,375,0.628140704
06077003308,426,218,0.511737089,415,261,0.628915663
06077002401,459,148,0.322440087,626,394,0.629392971
06001407200,1223,551,0.45053148,1479,932,0.63015551
06001430900,1512,534,0.353174603,1435,906,0.631358885
06077004701,195,80,0.41025641,274,173,0.631386861
06001422800,1554,925,0.595238095,1352,854,0.631656805
06077002000,484,191,0.394628099,698,441,0.631805158
06013320003,294,126,0.428571429,139,88,0.633093525
06077003203,344,113,0.328488372,368,233,0.633152174
06077005132,314,159,0.506369427,513,325,0.633528265
06013392300,0,0,0,153,97,0.633986928
06077005004,317,104,0.32807571,684,434,0.634502924
06001406400,322,173,0.537267081,445,283,0.635955056
06001434000,948,406,0.428270042,1249,796,0.637309848
06013313102,596,271,0.454697987,723,461,0.637621024
06013303203,105,38,0.361904762,787,502,0.637865311
06001408700,1124,514,0.457295374,1592,1016,0.638190955
06075060400,698,297,0.425501433,788,503,0.638324873
06013326000,101,49,0.485148515,211,135,0.639810427
06001407900,326,116,0.355828221,231,148,0.640692641
06013366001,451,220,0.487804878,584,375,0.642123288
06013310000,717,336,0.468619247,994,640,0.643863179
06001436800,665,285,0.428571429,702,452,0.643874644
06001409700,1014,522,0.514792899,1048,675,0.644083969
06075023300,164,82,0.5,439,283,0.644646925
06001407000,1243,583,0.469026549,1133,731,0.645189762
06001423602,2214,1271,0.574074074,1925,1245,0.646753247
06001437000,214,34,0.158878505,221,143,0.647058824
06013368001,719,264,0.367176634,749,485,0.64753004
06013314200,450,219,0.486666667,636,412,0.647798742
06001408900,654,306,0.467889908,640,415,0.6484375
06075021700,545,137,0.251376147,533,346,0.649155722
06013303103,690,198,0.286956522,1476,959,0.649728997
06075033203,1457,641,0.439945093,1499,974,0.649766511
06013369001,1410,583,0.413475177,1745,1138,0.652148997
06077000700,787,359,0.456162643,831,544,0.654632972
06075012301,1893,827,0.436872689,1307,857,0.655700077
06001408200,891,433,0.485970819,987,648,0.656534954
06001409500,557,279,0.500897666,816,536,0.656862745
06077003216,435,223,0.512643678,319,210,0.65830721
06013327000,708,334,0.471751412,1003,661,0.659022931
06077001700,591,280,0.473773266,767,506,0.659713168
06077004308,751,306,0.407456724,729,481,0.659807956
06077003305,434,201,0.463133641,545,361,0.662385321
06075026003,372,136,0.365591398,525,349,0.664761905
06075031400,490,184,0.375510204,638,425,0.666144201
06077003409,319,125,0.39184953,644,429,0.666149068
06075980600,37,13,0.351351351,54,36,0.666666667
06001406602,594,276,0.464646465,672,448,0.666666667
06013313101,1200,572,0.476666667,1409,940,0.667139815
06013313204,502,219,0.43625498,753,503,0.667994688
06001406601,1039,484,0.465832531,988,660,0.668016194
06013347000,208,30,0.144230769,238,159,0.668067227
06075035300,764,431,0.564136126,833,558,0.669867947
06001432501,554,180,0.324909747,704,474,0.673295455
06001444601,284,64,0.225352113,220,149,0.677272727
06077000600,460,235,0.510869565,484,329,0.679752066
06077003403,336,156,0.464285714,428,291,0.679906542
06001420400,604,241,0.399006623,1155,788,0.682251082
06013325000,518,124,0.239382239,732,500,0.683060109
06013307205,1382,584,0.422575977,1584,1082,0.683080808
06001406500,1248,485,0.388621795,1393,952,0.683417085
06001407700,432,226,0.523148148,470,322,0.685106383
06001430200,199,53,0.266331658,128,88,0.6875
06001409000,377,204,0.541114058,532,366,0.687969925
06001422700,963,542,0.562824507,914,633,0.692560175
06013314103,741,312,0.421052632,947,656,0.692713833
06077003313,778,440,0.565552699,775,538,0.694193548
06075026404,145,46,0.317241379,331,230,0.694864048
06001438100,378,121,0.32010582,590,410,0.694915254
06077004403,744,331,0.444892473,770,536,0.696103896
06077003113,1700,742,0.436470588,1631,1138,0.697731453
06077003407,578,247,0.42733564,669,468,0.69955157
06001404800,667,227,0.340329835,606,424,0.699669967
06075033201,773,384,0.496765847,617,433,0.70178282
06013303204,151,54,0.357615894,473,332,0.701902748
06077002201,375,178,0.474666667,462,325,0.703463203
06001408500,726,416,0.573002755,1093,771,0.705397987
06013330000,419,202,0.482100239,499,353,0.70741483
06001408400,643,366,0.569206843,688,497,0.722383721
06013355112,110,33,0.3,141,102,0.723404255
06001443002,354,102,0.288135593,575,416,0.723478261
06077001900,705,374,0.530496454,959,695,0.724713243
06013354001,73,25,0.342465753,91,66,0.725274725
06077003406,768,437,0.569010417,871,635,0.729047072
06013356001,228,100,0.438596491,211,154,0.72985782
06001430500,866,296,0.341801386,739,547,0.740189445
06077002402,180,58,0.322222222,310,230,0.741935484
06001430600,305,80,0.262295082,453,338,0.746136865
06001983200,0,0,0,16,12,0.75
06077003210,390,241,0.617948718,374,281,0.751336898
06001409200,304,150,0.493421053,505,380,0.752475248
06013373000,448,254,0.566964286,470,357,0.759574468
06001435200,281,90,0.320284698,241,184,0.763485477
06075026401,221,61,0.2760181,277,215,0.776173285
06013311000,601,284,0.472545757,648,505,0.779320988
06013307102,743,293,0.394347241,893,715,0.800671892
06013355116,1,0,0,490,394,0.804081633
06001408600,759,360,0.4743083,1149,948,0.825065274
06013351103,49,16,0.326530612,58,49,0.844827586
06013346203,71,23,0.323943662,71,61,0.85915493
